tt1927164	movie	The Zombies Are Coming to Town!	The Zombies Are Coming to Town!	0	2011	\N	64	Comedy,Horror
tt8342104	movie	King of the Valley	King of the Valley	0	2018	\N	97	Drama
tt0057028	movie	Eleven Years and One Day	Elf Jahre und ein Tag	0	1963	\N	100	Drama
tt0061438	movie	The Man Who Betrayed the Mafia	L'homme qui trahit la mafia	0	1967	\N	90	Drama,Thriller
tt1140875	movie	Sell Out! (The Student Films of Don Swanson)	Sell Out! (The Student Films of Don Swanson)	0	2007	\N	180	Comedy,Drama,Horror
tt1642662	movie	The Works of Darren McGannon	The Works of Darren McGannon	0	2010	\N	91	Comedy,Drama,Romance
